@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute mfp-1 numeric
@attribute mfp-2 numeric
@attribute mfp-3 numeric
@attribute mfp-4 numeric
@attribute mfp-5 numeric
@attribute mfp-6 numeric
@attribute mfp-7 numeric
@attribute mfp-8 numeric
@attribute mfp-9 numeric
@attribute mfp-10 numeric
@attribute mfp-11 numeric
@attribute mfp-12 numeric
@attribute mfp-13 numeric
@attribute mfp-14 numeric
@attribute mfp-15 numeric
@attribute mfp-16 numeric
@attribute mfp-17 numeric
@attribute mfp-18 numeric
@attribute mfp-19 numeric
@attribute mfp-20 numeric
@attribute mfp-21 numeric
@attribute mfp-22 numeric
@attribute mfp-23 numeric
@attribute mfp-24 numeric
@attribute mfp-25 numeric
@attribute mfp-26 numeric
@attribute mfp-27 numeric
@attribute mfp-28 numeric
@attribute mfp-29 numeric
@attribute mfp-30 numeric
@attribute mfp-31 numeric
@attribute mfp-32 numeric
@attribute mfp-33 numeric
@attribute mfp-34 numeric
@attribute mfp-35 numeric
@attribute mfp-36 numeric
@attribute mfp-37 numeric
@attribute mfp-38 numeric
@attribute mfp-39 numeric
@attribute mfp-40 numeric
@attribute mfp-41 numeric
@attribute mfp-42 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}

@data
749,'2022/09/18 20:06:11:799',29,225.918182,450.487183,291.764496,438.386078,344.033447,399.540527,372.634277,354.023499,405.606354,321.245148,292.938568,296.182831,310.752136,231.941513,316.439545,188.233261,317.874329,146.984802,247.009964,281.966309,238.29689,205.829544,230.8992,159.975998,222.644409,118.881386,207.724899,287.087189,191.301178,219.881943,178.760529,177.190628,167.027924,138.179688,173.798706,306.713745,148.464645,254.349762,131.347565,222.569061,116.52388,191.244843,1,?,?
750,'2022/09/18 20:06:11:888',29,227.514709,451.638763,295.626892,438.725037,347.786499,397.304199,374.3414,350.790894,406.690918,320.673035,294.806335,296.908295,312.008911,232.812973,317.273865,189.384491,318.261292,148.594437,248.887726,283.192505,239.616058,206.496109,231.980911,160.243958,223.458221,119.055725,209.408554,288.764618,191.552048,220.669495,178.977173,178.064484,167.202118,139.328842,175.177032,309.20929,149.547699,256.421356,132.585754,224.569427,117.9142,193.302322,1,?,?
751,'2022/09/18 20:06:11:989',29,226.347382,452.581055,295.45636,438.190826,349.074951,397.402344,375.921082,351.385651,407.468719,320.625641,294.214813,296.653137,311.24707,232.947357,316.403564,189.734146,317.416138,149.418518,248.367538,283.493622,239.262573,207.867722,231.560989,162.187012,222.886032,121.359619,208.964981,289.046936,191.944305,221.570206,179.215775,179.488815,167.078888,140.93692,174.847534,309.047974,149.535126,256.588074,131.998062,225.15976,116.649399,194.288025,1,?,?
752,'2022/09/18 20:06:12:077',29,228.458435,450.280579,295.52774,437.335632,347.998077,398.081665,374.737396,353.105408,407.341675,322.032257,294.597321,296.39679,311.802124,232.005524,316.515259,189.103378,316.72757,148.8983,248.71492,284.547394,239.775513,208.544266,231.978149,162.997696,222.821808,122.033302,209.048996,290.622528,192.153946,222.953796,179.619217,180.493469,167.525146,141.399353,174.511414,310.112091,149.010544,257.543182,131.818909,226.007156,116.91143,194.803177,1,?,?
753,'2022/09/18 20:06:12:144',29,225.953369,452.05426,294.764832,438.913757,347.425842,398.814514,374.132202,352.841248,406.260376,321.012085,294.276337,298.449554,311.603821,234.125397,316.942017,190.622025,318.101105,149.801666,248.904953,285.490356,239.832474,209.457932,232.274475,163.350677,223.68927,121.878181,209.560272,291.042786,191.811295,223.572769,179.225342,180.697037,167.503586,141.503647,175.665665,310.727234,149.277481,258.234833,131.947144,226.184357,117.099533,194.667603,1,?,?
754,'2022/09/18 20:06:12:204',29,228.254059,454.060516,297.063446,439.720215,349.616364,398.201172,375.853699,352.367523,407.438934,321.491241,295.484741,296.69812,311.744812,233.325989,316.389282,190.764542,316.981232,151.233139,249.84726,284.474945,239.614868,208.724228,231.771683,162.979309,223.061005,122.496918,210.282959,291.063568,191.650116,223.496613,178.628983,180.941879,166.847855,142.293274,176.084015,311.963257,150.049301,259.776184,132.217712,227.866013,117.163193,196.48056,1,?,?
755,'2022/09/18 20:06:12:277',29,228.723831,455.074524,296.738007,440.083862,348.486877,398.675476,375.492981,353.887573,407.659363,323.096161,294.634888,298.408783,311.503204,234.222549,316.490936,191.30043,317.305939,151.448074,248.621597,286.219299,238.878403,209.934418,231.052368,164.077255,222.4104,123.225487,209.001373,292.838684,191.229401,224.70639,178.729172,182.102814,167.452408,143.281967,175.133972,313.820557,149.216644,260.981384,131.754929,228.686325,117.087746,196.896545,1,?,?
756,'2022/09/18 20:06:12:345',29,227.099487,455.036285,296.03891,442.105499,348.397369,400.886169,375.42572,354.619141,407.415955,323.876404,295.286316,300.85257,311.747498,236.42659,316.831451,192.659424,317.920715,151.569427,249.194733,286.865356,239.53627,210.624863,231.515564,164.677277,222.727982,123.469292,209.658234,292.186066,191.696838,224.626358,178.662415,182.207031,166.469147,143.231567,175.516327,312.397278,149.219131,260.648041,131.725082,229.391006,116.73127,198.398651,1,?,?
757,'2022/09/18 20:06:12:410',29,229.112549,453.458191,295.358093,441.00708,346.885925,401.95459,374.720398,357.455475,407.30545,325.456635,295.236603,300.593048,311.987549,236.462692,316.938202,193.300888,317.959473,152.814056,249.304504,287.256104,239.467148,211.490738,231.689285,165.33812,223.310074,123.719597,209.484695,293.28949,191.609512,225.55481,178.805054,183.281128,167.459747,144.454651,175.140839,313.659393,148.859116,261.615448,131.078308,230.02652,116.121826,198.620926,1,?,?
758,'2022/09/18 20:06:12:480',29,228.783722,452.082764,296.067657,440.422058,347.070862,400.912994,374.704742,356.008362,407.290039,324.325684,295.805664,299.854919,312.429108,235.917831,317.490875,193.111923,318.664429,152.497635,249.5578,286.527344,240.022263,210.910126,232.537323,165.257645,224.395432,123.868164,209.362823,292.420288,191.980362,225.595062,179.429398,183.504532,168.194351,144.743744,174.687958,312.503326,149.645355,260.128326,132.087372,228.892639,117.004837,198.003891,1,?,?
759,'2022/09/18 20:06:14:146',30,250.401123,627.605042,310.261963,614.523926,358.288696,581.913452,393.955566,549.965393,431.276398,525.562317,314.557648,479.564026,332.387329,422.876434,336.75415,385.706879,336.883881,348.801361,268.230835,468.513367,257.919861,403.802277,248.64035,364.545502,238.233337,325.626831,227.938293,476.216675,211.739166,415.611969,198.247223,378.30957,185.161255,340.462219,194.392181,497.664001,167.760773,450.270935,149.493439,423.328369,132.53035,394.933319,1,?,?
760,'2022/09/18 20:06:14:210',30,250.651382,626.428589,310.940887,613.891357,359,581.825012,393.492279,549.769592,430.879761,525.784302,314.881866,480.242645,331.594116,423.513641,336.100647,385.619049,336.59137,347.900757,268.586945,468.29953,257.993958,402.58197,248.995728,363.446777,239.077179,325.12973,228.291931,475.287384,211.709915,415.082458,198.133255,377.84137,184.995651,340.64682,194.516113,496.097565,167.469711,449.354858,148.922302,422.573181,131.657059,394.478027,1,?,?
761,'2022/09/18 20:06:14:274',30,250.713211,625.645508,311.073944,612.573425,359.130493,580.090149,394.8685,548.533447,431.988495,524.176819,315.102814,479.87793,332.205566,424.023468,337.314514,386.321869,338.141235,348.664734,268.805725,467.809906,258.881775,401.809235,250.167999,362.554352,240.047363,324.244598,228.346222,474.678375,212.302216,414.632782,198.994629,377.562286,185.77356,340.434875,194.235672,495.420135,167.643311,448.413605,149.171768,421.484222,131.882538,393.193726,1,?,?
762,'2022/09/18 20:06:14:343',30,251.003265,624.46167,311.074127,611.887756,359.869263,580.179077,395.390961,549.265625,432.108704,524.565247,315.537781,478.574249,332.476135,421.967316,337.581482,384.364075,338.63208,346.606171,268.951599,466.920929,258.646942,400.691437,250.097015,361.161469,240.327835,322.692108,228.428665,474.314362,212.581497,413.618347,199.025101,376.068024,185.625458,338.661133,194.509766,495.465302,168.006927,448.238678,149.550903,421.288269,132.220032,393.415009,1,?,?
763,'2022/09/18 20:06:14:423',30,250.573807,623.854126,309.61499,611.346191,359.016907,579.656616,395.30484,549.002441,432.124695,524.622925,315.966827,479.649963,333.009613,423.029755,338.064209,385.275848,338.940674,347.124969,269.466736,467.266205,259.293579,400.731812,250.078705,361.746368,239.689667,323.440002,228.782257,473.924744,212.887741,412.784973,199.366486,375.667328,185.901657,338.473541,194.340851,494.438293,168.16806,446.633728,149.674988,420.057831,132.193359,392.277283,1,?,?
764,'2022/09/18 20:06:14:506',30,248.726471,623.690186,309.857849,610.299133,359.317871,578.517456,395.576111,547.648987,432.132324,523.844421,314.860168,477.915405,332.467194,420.731567,337.428436,382.641022,338.27713,345.028839,268.957458,466.733673,258.17395,400.205597,249.07309,360.599792,239.032059,322.376587,228.990723,474.079163,212.044647,413.035583,198.099091,375.249756,184.59668,338.032288,195.28125,494.978668,168.336502,447.488861,149.625763,420.162201,132.195297,392.135773,1,?,?
765,'2022/09/18 20:06:14:576',30,248.573639,622.112915,309.757202,610.250671,359.074951,578.245361,394.625702,546.699219,431.333862,523.113525,314.604858,476.243347,331.805176,420.01886,336.035217,382.678223,336.278961,345.823517,267.99054,464.934143,257.588226,399.441833,248.374573,360.125793,238.348862,321.272461,227.707092,472.50351,211.348907,411.491302,197.826721,374.274109,184.874741,336.52887,194.416046,493.630615,167.355728,445.906311,148.555389,418.563995,131.310333,389.506287,1,?,?
766,'2022/09/18 20:06:14:645',30,250.907455,624.058777,310.495636,610.892334,358.47644,578.689575,392.767761,547.342041,429.954102,523.32251,314.73645,476.707458,331.937866,420.094818,336.194153,382.547028,336.327759,345.46991,268.157471,465.507294,257.306641,398.580048,248.334427,358.664612,238.56488,319.973145,227.878357,473.400208,211.131104,411.175781,197.457214,373.102234,184.595108,335.37973,194.40155,494.797577,167.458771,446.628754,148.865036,419.017731,131.681854,390.286987,1,?,?
767,'2022/09/18 20:06:14:706',30,251.957916,622.005737,311.111633,609.303223,358.835602,577.954163,394.137329,546.983887,430.898682,522.751221,314.88739,475.816742,332.065918,419.380371,336.504761,381.926392,336.642517,344.683716,268.766022,463.899536,257.730927,397.098267,248.638489,358.17627,238.629013,320.436218,228.541199,471.189972,211.054779,409.752716,197.265244,372.004547,184.130112,334.589569,194.611084,492.268341,166.58725,444.886078,147.453217,417.7789,129.734894,389.298248,1,?,?
768,'2022/09/18 20:06:14:776',30,250.22963,622.884216,309.198181,610.068115,357.723267,578.878296,394.547729,547.95343,431.796234,523.210205,314.936188,476.477875,331.744751,420.006134,336.119049,382.055908,336.452911,344.213684,268.622498,464.018555,258.393311,397.741211,249.657883,358.155273,239.567444,319.578888,227.898697,470.87674,211.236969,410.024017,197.597473,373.093262,184.29248,336.00119,193.279953,491.433746,165.806702,444.374237,146.990448,417.569763,129.356293,389.274475,1,?,?
769,'2022/09/18 20:06:14:843',30,248.95816,622.920959,307.552673,611.021179,356.412109,579.66272,393.649261,547.963562,430.666473,523.359131,314.365326,477.471649,331.472046,420.507538,335.978088,382.370667,336.434662,344.22525,268.247406,464.338959,258.896912,398.249542,249.924896,358.709564,239.410553,319.836182,227.814789,470.502808,212.157562,409.409241,198.377625,372.655731,184.401932,335.871643,193.489258,490.53891,166.144531,443.209045,146.802734,416.812714,128.328262,389.379028,1,?,?
770,'2022/09/18 20:06:14:921',30,248.396469,623.196594,307.765686,610.630005,357.343079,578.855408,393.731964,547.246399,430.451508,523.173645,315.779968,477.315582,332.718323,420.794128,337.135986,382.648621,337.647156,344.60025,269.443665,464.081818,259.3974,398.070618,250.265198,358.40564,239.939041,319.912476,228.886169,470.614471,212.621674,409.251251,198.651352,372.145813,184.879211,335.661285,194.484711,491.377563,166.938171,444.260162,147.531418,417.639679,129.48053,390.303284,1,?,?
771,'2022/09/18 20:06:15:025',30,248.498566,623.008118,308.204712,610.541931,356.68045,578.296204,393.081482,546.147583,430.771332,522.444275,315.172974,476.469666,332.861664,419.055634,337.366791,380.700562,337.983154,342.955688,268.791809,463.639191,258.414185,398.058105,249.180908,358.483246,239.037231,319.577698,228.364624,469.824646,212.344513,408.759766,198.422241,371.755463,185.038177,334.720062,194.698959,490.144165,167.13916,443.268341,148.169647,416.578186,130.799377,388.770111,1,?,?
772,'2022/09/18 20:06:15:125',30,249.853683,623.057129,309.5383,609.803589,357.535828,577.44635,392.953796,545.759521,430.574371,522.152344,313.737305,476.538635,331.95929,418.787537,337.085938,380.795044,338.136536,343.313171,267.893341,464.499939,257.600891,397.742157,249.021698,357.9711,239.607056,319.388275,227.914368,471.282806,211.460495,409.175568,198.615906,371.635437,186.366882,334.698486,194.454636,491.841217,166.633484,444.162384,147.666306,416.814941,130.437347,388.450928,1,?,?
773,'2022/09/18 20:06:15:209',30,250.71228,622.239868,310.138214,608.883911,357.861969,576.890198,393.779053,545.970886,430.906372,522.741394,315.107544,476.231964,332.01062,420.100067,336.710571,382.409454,337.459229,344.748199,269.264465,463.745972,258.663818,396.775116,249.556091,357.643402,239.610382,319.671906,229.026398,470.8508,212.09343,408.816711,197.907227,370.979279,184.324066,333.4758,195.012238,491.966858,168.032013,444.663208,149.071823,417.698578,131.426559,389.636688,1,?,?
774,'2022/09/18 20:06:15:274',30,249.643982,621.378357,310.214111,609.086182,358.622986,577.465881,393.498718,545.607361,430.711182,522.6203,316.349121,475.467926,332.499207,419.366455,337.139435,381.649597,338.148254,344.115845,270.45813,462.911591,259.864563,396.472809,250.959396,357.294861,241.218933,319.361389,230.247559,469.775391,213.100616,408.672607,198.975861,371.102417,185.487762,333.899048,196.316559,490.723785,168.461685,443.504883,149.296494,416.886536,131.599152,389.117188,1,?,?
775,'2022/09/18 20:06:15:340',30,249.981781,621.772095,310.00708,609.539307,358.365448,577.782227,393.663483,545.998596,430.973877,523.029175,316.053711,476.192535,332.391693,419.900452,336.858978,381.921509,337.593567,344.382141,269.780029,463.40271,259.47052,397.498474,249.887085,358.069183,239.390564,319.854736,229.284485,469.738525,212.884003,408.696991,198.838364,371.567535,185.427063,334.84787,195.219238,490.220184,167.740204,443.131256,149.257599,416.314117,132.543442,388.490082,1,?,?
776,'2022/09/18 20:06:15:402',30,249.01651,622.110718,309.083282,609.511108,357.960663,577.660645,393.486603,545.80658,430.732971,522.552063,316.042847,475.640747,332.973999,418.772705,336.971985,381.159332,337.008514,343.731323,269.618805,463.217194,259.557068,397.956207,250.187164,358.511749,239.80867,319.895203,229.02005,469.375244,212.801483,408.629211,198.910217,371.759155,185.569839,335.09201,195.026947,489.27536,167.449615,441.916351,148.401047,415.408081,130.89772,387.944122,1,?,?
777,'2022/09/18 20:06:15:498',30,250.150909,623.287964,309.752075,609.793091,357.908142,577.445251,393.713745,545.601135,431.179932,523.152527,315.848663,475.935883,332.574432,419.064514,337.055847,381.398865,337.629364,344.194824,269.718262,463.725647,259.669006,398.007538,250.407532,358.499603,240.104965,320.287415,229.470886,470.297546,213.116837,409.431946,199.126419,372.145691,185.681168,335.546021,195.836044,490.583832,168.621948,442.845459,149.419525,415.908997,131.84877,388.071198,1,?,?
778,'2022/09/18 20:06:15:593',30,251.754028,621.517517,310.540588,609.116211,357.956085,578.095581,393.790924,547.508606,431.513428,524.161438,316.522552,475.549744,332.871277,418.96817,337.57782,381.476593,338.112244,344.240112,270.350769,463.128418,259.691742,396.425415,250.844116,357.17334,240.637177,319.251801,230.015244,469.840179,212.780746,408.730194,198.741837,371.878052,185.151337,335.133911,196.281586,490.291382,168.307663,443.336273,148.992752,417.468292,131.155228,390.363281,1,?,?
779,'2022/09/18 20:06:24:127',31,922.248779,571.518494,879.904785,540.17157,848.352356,490.626984,865.30835,448.739227,910.060974,437.047852,877.863892,432.259308,869.373108,394.792114,865.583008,443.983643,872.533264,456.678314,915.647583,436.49704,909.229187,402.399506,897.537598,457.849945,904.474243,464.44342,950.614929,450.470093,944.036621,426.083282,927.05481,478.116241,931.713623,482.594666,985.627686,471.858215,972.021729,453.077209,954.809021,488.580414,956.403748,496.810638,2,?,?
780,'2022/09/18 20:06:24:218',31,922.424927,570.572571,879.86908,541.108948,849.003906,490.302582,867.716309,446.994598,911.936096,435.203552,878.054321,434.737213,870.740417,394.313965,866.488892,442.951813,872.788086,456.49939,915.217224,439.192413,910.431152,401.750336,898.037842,457.016174,904.197388,464.433838,949.709778,453.07309,944.998718,424.220551,927.551147,477.007355,931.50824,483.062683,984.872192,474.079712,972.787537,451.619446,955.742065,487.602722,956.984619,497.036499,2,?,?
781,'2022/09/18 20:06:24:290',31,923.215454,570.328918,880.710693,541.001587,849.506836,489.797211,867.202148,447.629028,911.817139,437.340485,878.433716,433.406555,871.183594,394.328705,867.466675,441.548676,873.455322,453.395172,915.634033,437.817444,911.240784,400.86438,898.836975,455.60675,904.686523,462.664276,950.140381,452.075958,945.341064,425.479675,927.696472,476.832733,931.559082,481.651276,985.075195,473.652313,972.917603,452.448029,955.533936,487.297119,956.862671,496.02478,2,?,?
782,'2022/09/18 20:06:24:367',31,925.159607,570.665344,881.176453,540.742859,849.103699,490.123749,866.060059,446.902832,910.106873,435.009186,878.299622,432.939423,870.922791,393.412781,866.942261,442.12442,873.388306,456.161102,915.757324,437.219696,910.868469,399.745453,898.407043,455.357086,904.9823,463.891785,950.283691,451.166473,945.331665,422.98645,927.878967,475.497375,932.4198,482.160187,985.655762,472.151306,972.206726,451.267944,955.331421,487.216705,957.355469,496.417633,2,?,?
783,'2022/09/18 20:06:24:434',31,924.703003,570.950867,880.654541,540.755066,848.914307,490.04715,865.276489,447.999512,909.223572,437.169769,877.128906,431.835449,870.002686,394.01355,866.724609,442.242065,872.974915,455.732849,915.006714,435.628387,910.395203,400.137207,898.486206,455.170563,904.568542,463.046814,950.315247,449.716278,945.191589,424.511597,928.145874,476.186432,932.177185,481.278259,985.966492,471.345673,972.484131,453.340088,955.622681,488.858032,957.419312,496.562988,2,?,?
784,'2022/09/18 20:06:24:508',31,922.765198,568.683228,879.868896,539.077759,848.463257,488.83786,865.552368,447.364014,909.723206,437.135101,877.557678,431.906586,870.733582,393.866119,866.745239,440.705963,872.789368,454.297577,915.01593,436.116272,911.080811,399.736694,898.588013,453.461212,904.084167,462.274475,949.888916,450.083527,945.446106,424.645386,927.887817,475.151184,930.942688,481.018066,985.027527,471.449097,972.742676,452.191681,955.516907,487.32254,956.202759,496.441498,2,?,?
785,'2022/09/18 20:06:24:599',31,922.269287,568.500732,879.582214,539.103882,848.405029,488.877869,866.196289,447.632446,910.303101,436.662262,878.065735,431.599884,870.523438,394.071442,866.992188,441.978577,873.084656,454.642456,915.482788,436.512207,910.45874,400.490662,898.432617,455.094177,904.41748,462.39975,950.064453,450.628204,945.081299,424.667664,927.671204,476.034424,931.162781,480.80069,985.116028,471.800659,973.036438,451.716187,955.933289,487.632111,956.987305,496.110596,2,?,?
786,'2022/09/18 20:06:24:679',31,922.209778,569.430237,880.122314,539.298096,848.964844,488.980011,866.174377,446.924591,910.861206,435.997375,878.893372,432.24707,871.058899,394.229584,867.173767,442.200348,873.495422,455.751434,916.22583,436.309357,910.720276,400.923828,898.750488,455.375916,905.274048,463.018921,950.688721,450.244202,945.610657,425.396973,927.892822,476.195923,931.652832,481.320129,985.327698,471.623871,972.914307,453.350372,955.436523,488.372803,956.424683,496.63446,2,?,?
787,'2022/09/18 20:06:24:748',31,924.725464,569.061218,882.019653,540.823547,849.202759,490.220093,866.21875,446.545319,910.685486,435.338531,878.242249,432.23761,871.464966,393.582672,867.392883,442.499817,873.283142,455.408203,915.729858,436.749298,910.984802,401.46582,899.002197,457.052826,905.252563,463.49173,950.177734,450.7966,945.708374,424.245117,928.375549,476.610718,932.187134,481.886108,985.07959,471.81958,972.773804,451.649109,955.957581,487.637238,957.311523,496.242645,2,?,?
788,'2022/09/18 20:06:24:862',31,924.018066,568.707214,880.873962,539.470337,849.192017,489.481201,866.796021,447.157288,911.518005,436.506683,876.927612,432.198364,870.000854,393.276978,866.899719,440.86087,872.717041,453.536926,914.330383,436.435608,909.72406,401.210754,897.995056,455.711517,903.42157,461.658722,948.970581,450.138458,945.113647,423.803406,927.66272,475.354553,930.579102,480.408081,983.985107,470.958435,973.048645,450.114532,956.182922,485.854828,956.965393,494.88446,2,?,?
789,'2022/09/18 20:06:24:953',31,921.7099,570.265869,880.200806,539.324158,849.453735,489.696167,866.025391,448.165924,910.767761,437.207275,877.740845,432.369171,869.154541,393.222839,866.080383,441.782257,872.318176,455.554352,915.31604,436.739685,908.893738,400.743744,897.324951,455.71814,903.986755,462.821564,950.350098,450.983246,944.097656,424.901184,927.009888,476.503021,931.47522,481.757172,985.835632,472.701141,972.427063,451.967529,955.434875,487.338593,957.41449,496.413574,2,?,?
790,'2022/09/18 20:06:25:024',31,924.263428,570.172607,881.530884,541.593201,849.245911,490.682617,866.188965,447.402985,909.622498,435.311951,876.26709,431.824585,869.109985,393.947968,865.512939,442.423004,871.368896,454.956329,913.923218,436.31134,909.112915,401.441803,897.446594,456.999969,903.478882,463.098236,949.051147,450.077728,944.115112,424.094849,927.508301,477.013275,931.638916,481.988525,984.837891,470.703186,972.701904,450.931763,956.20697,486.959808,957.531189,495.11972,2,?,?
791,'2022/09/18 20:06:25:111',31,920.23999,570.211487,877.628662,539.310669,847.748535,488.412109,866.345093,445.020752,911.765015,434.707977,876.557251,432.768036,869.002319,392.920135,865.615295,440.78186,871.978516,455.355286,913.9599,436.590515,909.395264,399.450439,897.658569,454.216248,903.994873,462.525482,948.664307,450.761139,944.159424,423.317993,926.907837,474.59082,930.991089,480.971863,984.107422,472.264557,972.013916,450.960388,955.151428,485.92569,956.815796,495.337219,2,?,?
792,'2022/09/18 20:06:25:178',31,923.01947,570.828613,880.751892,540.605835,849.27417,490.742889,865.105713,447.724579,908.951111,436.540558,876.763367,433.30481,869.042908,393.679932,865.498596,442.249268,871.633911,456.214355,913.924622,437.566406,909.300415,400.707275,897.944824,455.461029,904.318787,462.737976,948.698364,451.379852,943.972778,424.212036,927.126221,475.871643,931.300659,481.69046,984.04187,472.388123,972.332397,451.44281,955.609192,486.840637,956.97937,495.887573,2,?,?
793,'2022/09/18 20:06:25:248',31,923.233276,569.964661,881.108276,540.21283,848.35321,492.053223,863.339966,448.727783,907.191101,435.733643,875.290466,432.949341,868.571228,394.326385,865.539001,441.098999,871.495361,456.211853,913.330444,436.561615,909.385254,401.923706,898.372498,455.951965,903.987732,463.963531,948.812195,450.066589,944.375488,424.753967,927.928833,475.478485,931.12085,480.859039,984.65387,471.060669,972.648865,452.774475,956.136169,487.853149,956.93634,496.039612,2,?,?
794,'2022/09/18 20:06:25:355',31,920.596436,569.696594,879.061401,539.598267,848.161987,489.473694,864.970703,447.484589,909.55542,435.458832,875.735535,433.105743,868.691711,393.976349,865.929932,441.260681,871.575989,455.860596,913.360901,436.908203,909.548096,400.848938,898.408813,455.082428,903.711182,463.067505,948.457703,450.630463,943.813782,425.687592,927.200012,476.259766,930.493896,481.134491,984.09491,471.637451,972.211548,451.652771,955.809204,486.65799,956.966492,495.470123,2,?,?
795,'2022/09/18 20:06:25:454',31,924.269531,570.435791,880.09552,541.60907,847.647156,490.158325,867.014038,446.072998,912.629761,434.052673,876.329041,433.38327,868.123718,394.575867,864.61438,442.721771,871.343384,457.016602,914.070801,437.316589,908.53363,400.514923,896.786377,455.930115,903.710693,463.686737,948.467468,451.138885,944.096436,423.538605,926.145569,475.378845,930.211426,481.436523,983.472595,472.126373,971.996582,450.375824,954.574219,486.06842,955.833435,495.40741,2,?,?
796,'2022/09/18 20:06:25:543',31,922.929749,571.523865,880.239319,541.389343,848.273987,491.15686,865.158813,447.241669,910.329102,435.062622,876.139038,434.415466,867.971497,394.213348,865.313416,442.329346,871.631226,457.128204,913.600342,438.121368,908.532776,400.323853,897.582031,455.236603,903.888855,464.158813,948.463989,451.943237,943.190796,424.695007,926.396545,475.675079,930.371582,482.337921,984.044312,473.216766,971.338989,451.118378,954.616943,486.130096,956.028809,496.269897,2,?,?
797,'2022/09/18 20:06:25:619',31,922.283203,570.695313,880.397461,541.593933,848.377075,491.201569,865.887939,447.585358,910.299377,434.978424,875.828735,433.480072,868.218994,393.279907,865.307556,441.506439,871.469666,456.308258,913.372253,437.657898,908.835693,400.097473,897.592407,455.148346,903.100647,463.463867,948.324524,451.599548,943.425171,422.886261,926.747925,474.860687,929.956177,481.4039,983.737793,472.832153,971.62262,450.029449,954.683838,485.998688,955.22229,496.374207,2,?,?
798,'2022/09/18 20:06:29:044',32,882.96167,332.167267,842.700317,301.784729,817.73877,252.434113,837.981934,209.647659,876.501587,195.542572,851.650757,204.744064,846.954407,163.187897,836.915161,204.388855,842.02179,221.466141,884.491577,209.092163,882.216675,169.422394,865.053955,219.041519,872.193848,230.963303,914.998657,222.289856,912.286316,189.338287,891.698486,238.672913,896.930481,250.675034,947.41687,242.752838,936.982666,217.445328,918.170898,249.42392,919.864502,261.310699,2,?,?
799,'2022/09/18 20:06:29:165',32,883.635986,331.64978,842.977417,302.900574,816.615662,253.73349,835.32135,209.225677,874.315918,194.618729,850.199951,204.937927,846.325317,164.378662,836.5979,204.863312,842.023865,220.112869,882.951355,208.971741,881.551147,170.112183,864.795593,218.775208,871.094971,229.964493,913.273621,221.761444,911.50061,190.315384,891.051636,238.305725,894.830627,249.631775,945.668823,241.68959,935.933716,218.117767,917.175293,248.968948,917.513733,260.065796,2,?,?
800,'2022/09/18 20:06:29:253',32,883.02478,331.923248,842.456604,301.949127,817.287598,252.767609,836.13147,209.340744,874.03125,192.723206,851.027832,204.039978,844.212708,163.856369,834.524475,204.456238,841.044556,220.713531,883.527161,207.95575,879.48822,168.928802,862.376343,218.243637,870.474792,230.798843,914.088196,220.871948,909.873291,189.224457,889.326233,238.141815,895.271973,250.462036,946.748779,241.085526,934.562317,217.417435,915.513245,248.395615,917.675476,259.902954,2,?,?
801,'2022/09/18 20:06:29:354',32,880.659302,331.244873,841.463257,300.700439,817.261047,252.723663,835.046265,210.702347,871.976807,194.748718,851.414246,203.318008,844.20105,163.867752,834.673401,202.875015,840.78064,220.108032,883.867676,207.006104,880.743713,168.890381,863.348328,216.966354,869.951294,230.588486,914.274231,220.10437,910.150879,189.622818,889.579163,237.48912,894.457947,250.337784,946.203857,240.796341,934.674744,217.630356,916.037354,247.709747,917.494385,259.289978,2,?,?
802,'2022/09/18 20:06:29:456',32,883.190796,330.512085,841.682983,302.495575,816.24292,253.606125,835.376892,209.941803,873.070679,193.580002,848.32666,204.992249,843.595825,163.431091,834.156799,204.030273,839.752808,221.493973,881.516846,208.061508,879.938965,169.489273,862.959595,218.539368,869.331177,230.045151,912.174438,220.578812,909.055847,189.360138,889.03656,238.567856,894.38501,249.323746,945.282837,240.591354,933.882751,218.104126,915.969849,249.359161,918.149658,259.31308,2,?,?
803,'2022/09/18 20:06:29:534',32,881.746887,332.5979,841.224487,302.44635,816.94751,254.092789,835.571167,210.442535,872.456421,192.973679,848.5354,204.779724,843.164978,164.682129,834.173584,204.516373,839.894409,221.792038,881.307129,208.622467,878.960815,170.300232,862.679382,219.011307,869.735596,231.550598,912.233032,221.253922,908.999084,189.22229,889.502258,237.797577,895.024719,250.041595,945.34375,240.947388,933.157471,216.690674,915.434204,248.330139,917.844604,259.802582,2,?,?
804,'2022/09/18 20:06:29:603',32,880.248901,332.08963,840.879395,300.655273,816.920898,252.406357,835.061707,209.713989,872.701538,193.201279,849.487305,205.38205,843.280151,164.672241,834.461182,205.02478,840.84668,222.275757,882.202393,208.712204,879.271606,169.88063,863.587708,218.510559,871.35083,231.674088,913.043457,221.166931,908.834229,190.164261,890.023682,238.234894,896.126648,250.058975,946.132813,241.11351,933.813721,217.775818,916.442871,248.498428,919.264832,259.156067,2,?,?
