@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute mfp-1 numeric
@attribute mfp-2 numeric
@attribute mfp-3 numeric
@attribute mfp-4 numeric
@attribute mfp-5 numeric
@attribute mfp-6 numeric
@attribute mfp-7 numeric
@attribute mfp-8 numeric
@attribute mfp-9 numeric
@attribute mfp-10 numeric
@attribute mfp-11 numeric
@attribute mfp-12 numeric
@attribute mfp-13 numeric
@attribute mfp-14 numeric
@attribute mfp-15 numeric
@attribute mfp-16 numeric
@attribute mfp-17 numeric
@attribute mfp-18 numeric
@attribute mfp-19 numeric
@attribute mfp-20 numeric
@attribute mfp-21 numeric
@attribute mfp-22 numeric
@attribute mfp-23 numeric
@attribute mfp-24 numeric
@attribute mfp-25 numeric
@attribute mfp-26 numeric
@attribute mfp-27 numeric
@attribute mfp-28 numeric
@attribute mfp-29 numeric
@attribute mfp-30 numeric
@attribute mfp-31 numeric
@attribute mfp-32 numeric
@attribute mfp-33 numeric
@attribute mfp-34 numeric
@attribute mfp-35 numeric
@attribute mfp-36 numeric
@attribute mfp-37 numeric
@attribute mfp-38 numeric
@attribute mfp-39 numeric
@attribute mfp-40 numeric
@attribute mfp-41 numeric
@attribute mfp-42 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}

@data
693,'2022/09/18 20:05:58:025',26,873.974731,408.905884,815.255127,382.473511,775.335571,336.940979,756.021667,294.989655,741.451355,260.114868,829.741211,257.012726,816.544922,197.142746,810.566406,158.543594,809.010376,124.221992,870.592529,251.064911,880.839355,182.666397,887.642578,138.545502,893.38269,100.519615,905.711975,259.771393,919.936218,194.988556,926.594177,155.320694,931.033081,120.171471,937.382202,279.639252,966.954956,231.681534,986.234741,200.413239,1001.502625,170.628616,1,?,?
694,'2022/09/18 20:05:58:134',26,874.451355,409.914764,816.512512,384.037994,776.283508,339.29364,757.545166,297.258423,743.114136,261.361755,831.19397,257.395142,817.885498,197.340317,811.974548,159.146484,810.544739,125.240761,871.551636,251.667831,882.53302,182.164032,890.026611,137.91217,896.375427,100.14949,906.363586,260.535217,920.569458,195.374893,927.490356,155.738678,932.241455,120.763069,937.926575,280.359161,966.939331,231.939728,986.449829,200.835083,1002.125244,171.472488,1,?,?
695,'2022/09/18 20:05:58:230',26,875.326233,410.325195,817.867065,384.26712,777.80481,339.511749,758.702454,296.677155,742.562195,260.042328,831.05658,259.188995,817.814697,197.988617,811.759705,159.052231,810.267395,124.242348,871.773132,253.210999,882.619507,183.215393,889.633484,138.985825,895.469971,100.676201,906.726074,261.875122,921.104004,196.405457,928.038269,156.289337,932.736328,120.62571,938.816162,281.397644,968.284668,232.203644,988.157898,200.629318,1003.980469,170.746597,1,?,?
696,'2022/09/18 20:05:58:311',26,876.196411,410.974854,817.901917,384.909271,778.541992,338.983459,758.870544,296.804504,740.878235,261.816437,831.220459,259.228638,818.224182,197.634766,812.257568,158.383591,810.401001,123.459595,872.082031,253.272934,882.327515,183.259552,889.020386,138.327179,894.620605,99.354034,907.272461,261.629395,920.725403,196.499603,926.998657,156.217957,931.324768,120.187599,939.085754,280.629669,967.723694,232.182251,986.849609,200.953094,1002.384155,171.178101,1,?,?
697,'2022/09/18 20:05:58:384',26,874.068298,411.260284,815.653198,383.654388,776.901245,337.074066,757.868591,294.896484,739.753418,260.292999,829.846863,259.27002,817.303101,197.637711,811.841187,158.343857,810.654663,123.069778,870.891724,253.389893,882.211243,183.205566,889.3125,138.450027,895.216187,99.855904,905.918457,261.841522,920.710449,196.234009,927.164246,156.166611,931.698303,120.543846,937.379028,281.006836,967.018372,232.950989,986.542847,201.465073,1002.290161,171.381149,1,?,?
698,'2022/09/18 20:05:58:455',26,875.258484,409.807556,818.119568,384.144806,778.523193,339.216095,758.606506,297.065063,741.094421,261.051453,830.988831,256.772919,817.856934,195.978195,811.981201,157.474747,810.522522,123.266174,871.625916,250.929855,882.67511,181.665375,890.065186,138.22374,896.055786,100.897636,906.622437,259.648285,921.330322,194.909027,928.386169,155.616226,933.068359,120.517189,938.476501,279.07843,968.301086,230.974487,987.662964,200.022781,1003.006226,170.444305,1,?,?
699,'2022/09/18 20:05:58:524',26,874.640381,410.384491,817.012939,383.622589,777.530273,339.294067,757.686646,297.812195,743.143555,262.604279,830.347412,258.672211,817.994141,197.865448,812.083496,158.873489,810.199829,123.802666,871.442627,252.71312,882.266846,183.806961,888.952393,139.941864,893.946289,101.217224,906.864502,261.133118,920.862305,196.607941,927.825989,156.891434,932.092834,121.084145,938.743164,280.237122,967.649231,231.834564,986.792969,200.724075,1001.679749,171.241714,1,?,?
700,'2022/09/18 20:05:58:636',26,872.34729,409.482452,813.964844,382.023682,774.841003,337.70932,756.552734,296.234009,742.015259,260.517395,828.644775,257.477234,816.626465,196.778961,810.938354,158.059708,809.315186,123.271835,870.095764,252.517746,881.909546,183.684555,888.852234,139.199554,894.115295,100.03273,905.549072,261.477814,919.997925,197.211334,926.742188,157.238266,931.140259,121.342125,937.209778,280.748047,965.68689,232.318527,984.963989,201.053146,1000.374146,171.472687,1,?,?
701,'2022/09/18 20:05:58:727',26,871.492676,409.735016,814.799927,382.277649,776.860291,337.627533,757.126343,296.121765,740.441528,260.859924,829.479431,257.913025,816.750122,196.853592,810.944702,157.71019,809.560547,122.831375,869.844971,252.838074,881.615601,183.438354,888.657959,138.630402,894.233032,99.889465,904.697388,261.399017,919.796692,196.220047,926.852966,156.268753,931.516663,120.680244,935.894653,280.237671,965.15686,232.048111,984.571472,200.81311,1000.067383,171.310135,1,?,?
702,'2022/09/18 20:05:58:810',26,872.87207,411.111877,815.210938,383.785797,776.427734,338.524017,758.12085,296.863495,741.615234,262.478424,829.11145,257.973755,816.986023,197.602936,810.997986,158.7435,808.891296,123.960014,869.733154,253.049164,881.347717,184.085495,888.213989,139.98259,893.319031,101.381432,904.682617,262.26944,919.936401,197.692093,926.877991,157.543381,931.171753,121.516678,935.822632,282.07373,965.215942,233.161514,984.774231,201.706284,1000.35022,171.705292,1,?,?
703,'2022/09/18 20:05:58:886',26,872.420349,410.042175,815.396118,383.530212,776.53125,338.361816,757.476807,296.431671,740.341187,261.893341,830.075195,256.825531,817.303955,196.353714,811.233459,157.914795,809.524414,123.658539,870.462585,251.724701,881.913086,182.580109,888.860962,138.646423,894.487427,100.78891,905.243286,261.062927,921.102356,196.073685,927.88855,156.406693,932.327759,120.859993,936.396362,281.407959,966.180969,233.485764,985.13208,201.943253,1000.195984,171.530685,1,?,?
704,'2022/09/18 20:05:58:946',26,873.625427,409.69104,815.500732,383.143219,776.368103,337.667969,758.205872,295.257996,742.405701,259.92099,829.812683,256.94342,817.789246,196.694641,811.83783,158.451584,809.824463,123.97773,870.986023,251.608688,882.403442,182.832794,888.991699,139.35936,893.907837,101.1642,906.041931,260.930573,921.176025,196.006348,927.795288,156.55191,931.835266,120.803215,937.289307,281.058441,966.285278,232.994354,985.44458,201.440979,1000.674072,171.076157,1,?,?
705,'2022/09/18 20:06:01:713',27,736.934326,422.526886,674.643188,399.92337,633.279419,356.472198,610.030457,313.550507,589.804626,276.420868,684.718933,279.014404,672.628296,213.153183,666.865112,172.156662,664.48822,137.585114,724.190186,274.169128,732.936462,201.774277,739.378967,157.141159,746.216797,120.831818,757.684875,283.212524,769.397583,214.748276,774.877869,173.023529,779.535522,137.155731,785.72229,301.239349,807.208374,254.365448,820.174927,224.901077,830.983276,197.637909,1,?,?
706,'2022/09/18 20:06:01:781',27,733.381409,423.68573,672.591492,399.793152,631.881958,354.820618,609.265137,312.567139,589.075684,275.995544,684.802856,278.260376,671.928833,212.855499,666.304871,172.389526,664.233154,137.729935,723.662354,273.987366,732.231995,201.752594,739.121216,157.085587,746.322754,120.212769,756.797974,283.431854,768.981812,215.992065,774.778748,174.36879,779.502563,137.947418,784.828613,302.405945,806.326538,255.246368,819.396423,225.224472,829.929871,197.138474,1,?,?
707,'2022/09/18 20:06:01:856',27,733.071289,422.491364,673.592468,399.296173,633.591858,355.185852,611.25647,313.737701,589.618286,278.049683,685.001282,276.874878,672.283264,211.422867,666.928589,170.857971,665.562744,136.366058,723.33606,273.177185,731.220703,201.45224,737.513733,157.029099,744.47052,120.425873,756.111938,282.891632,768.610718,215.687073,774.14502,174.268509,778.650146,138.130768,784.082336,302.010864,805.493896,255.17659,818.835449,225.622528,829.713745,197.983627,1,?,?
708,'2022/09/18 20:06:01:925',27,733.424561,423.136841,672.989746,400.642731,632.188782,356.267944,610.341675,314.103149,589.007202,278.757904,684.538574,277.31015,672.117859,212.408981,666.678406,172.097275,665.213318,137.510223,723.184753,273.220123,731.355469,202.178314,737.804871,157.963074,744.802734,121.36322,755.825195,283.21051,768.499084,216.331482,774.632874,174.910461,779.742676,138.679932,783.582703,302.947205,805.241577,256.353821,818.926941,226.481827,830.263123,198.352661,1,?,?
709,'2022/09/18 20:06:02:020',27,729.670776,422.987335,671.828125,399.052185,632.259155,354.687653,610.812134,314.09259,590.654419,277.171295,683.940063,275.383972,671.7677,211.084534,666.208191,171.317749,664.418823,136.83905,722.735107,272.024841,732.035889,201.321381,738.894958,157.690475,745.536621,120.954895,755.599426,281.980804,769.155579,215.824188,775.378784,174.891998,779.84198,138.365784,783.748169,301.649994,806.112976,254.628342,820.270386,224.74762,831.25769,196.549484,1,?,?
710,'2022/09/18 20:06:02:082',27,728.2146,423.4039,671.218994,398.834259,632.966675,354.331665,612.716553,313.104248,591.506531,276.900604,683.785278,274.817261,672.75946,210.57933,667.485229,170.921448,666.078979,136.704758,722.328003,271.726379,731.313599,201.774094,737.555481,158.287582,743.826843,121.168396,755.103699,282.035339,768.930542,216.347107,775.20929,175.554962,779.749512,138.797852,783.15918,302.252411,805.380249,255.699448,819.473633,226.070267,830.684814,197.797424,1,?,?
711,'2022/09/18 20:06:02:146',27,732.879578,421.934906,673.171265,399.169922,633.070496,355.747772,612.528259,314.824677,591.801331,278.918091,684.966675,274.847015,672.773376,211.514496,667.522705,171.972549,666.521606,137.906738,724.098511,270.390808,732.136597,201.300079,738.014893,157.945496,744.650208,121.235947,757.156616,279.864899,769.258789,214.199173,775.024963,173.755905,779.607666,137.771805,785.270142,298.889343,806.280396,252.991913,819.692993,224.195404,830.575806,196.859558,1,?,?
712,'2022/09/18 20:06:02:223',27,732.568726,422.098511,671.935059,399.313965,632.001587,355.303955,611.575439,313.449768,590.299072,278.268768,683.578247,275.774231,673.426025,210.758179,668.62085,170.862671,667.432861,137.130875,722.996704,272.319641,730.505005,201.802002,735.840454,157.408081,741.946899,120.407936,756.338013,282.293213,768.19458,215.30722,773.828857,173.894394,778.575439,137.596634,784.743103,301.525146,806.102783,255.624619,819.803528,226.152344,831.390381,198.451279,1,?,?
713,'2022/09/18 20:06:02:333',27,733.027893,421.321777,672.057434,399.291565,632.070984,355.237457,611.150146,312.783264,589.578735,277.791504,683.32251,274.832458,672.879944,210.210602,667.8396,170.134155,666.095093,136.296967,722.429443,270.960632,730.31134,200.724075,735.931885,156.753525,741.979309,120.107346,755.603394,280.821442,767.623779,214.793182,773.579041,173.588928,778.112244,137.414215,783.768433,299.996185,805.356934,253.987213,818.876282,224.995041,829.979736,197.845398,1,?,?
714,'2022/09/18 20:06:02:409',27,735.965576,421.549866,672.237854,400.749634,630.914429,356.745178,609.50415,313.711395,587.872009,278.619293,682.719788,275.72821,670.794983,209.828674,665.669556,169.276382,664.053345,135.035568,722.491699,271.899933,730.879578,200.832306,737.43396,156.706696,744.616394,120.863899,755.678162,282.327576,767.283936,215.075455,772.874817,173.625641,777.651917,137.704971,783.516296,301.552704,805.177612,254.856247,818.500305,225.424805,829.803223,197.612152,1,?,?
715,'2022/09/18 20:06:02:485',27,735.266724,421.895203,673.477112,401.06311,631.761047,358.263763,609.166016,315.132813,587.632935,277.415344,682.229492,278.02002,669.660034,211.600739,663.564514,170.597565,661.049744,135.395111,722.217896,273.300629,731.244812,200.824158,738.375793,156.303757,745.793518,119.930878,755.490173,282.653168,767.749634,215.154831,773.666443,173.429001,778.406433,137.069244,783.516724,301.237762,805.111084,254.379227,818.658386,224.887283,829.439392,197.543015,1,?,?
716,'2022/09/18 20:06:02:548',27,732.912842,423.277374,672.654724,401.658569,631.404236,358.508209,608.94458,315.588135,587.834412,277.359619,683.064026,278.722626,669.847656,212.0103,663.700623,170.946609,661.80896,135.852203,721.774963,274.771393,730.42688,201.445953,737.323242,156.129227,744.791565,119.226585,754.267334,284.771515,766.401123,216.760208,772.370239,174.861191,777.601685,138.461823,782.064575,304.036682,803.681519,256.119141,817.470947,226.087448,828.778564,198.25,1,?,?
717,'2022/09/18 20:06:02:624',27,734.360291,422.837433,672.702942,401.21109,631.640442,358.28421,609.439392,315.446442,588.990112,277.949585,683.354736,279.458649,670.879822,212.40509,665.105835,171.290527,663.295593,136.453033,722.810425,275.334839,730.732544,202.784637,736.789063,157.698273,743.302673,120.901154,755.465576,284.836212,766.81897,217.029419,771.890991,175.132797,776.179688,138.725983,782.870483,302.917389,804.208496,255.16861,817.815491,225.360336,829.261475,197.370117,1,?,?
718,'2022/09/18 20:06:02:730',27,734.584656,421.857574,672.523804,400.153656,631.460144,357.306793,609.620239,314.484192,588.751953,276.291595,682.906982,277.053558,670.287537,210.993469,664.835876,170.084503,663.157715,135.099762,722.859009,272.526367,730.473938,200.947693,737.135742,156.832031,744.323364,120.782257,756.316223,282.138977,767.438416,214.874893,772.732849,173.809692,777.203308,137.789642,784.766296,301.022064,805.209595,253.512909,818.009644,223.880554,828.256287,195.893768,1,?,?
719,'2022/09/18 20:06:02:823',27,733.593445,419.657562,673.160278,398.165863,632.932922,356.264832,611.627869,314.929626,591.197571,278.329498,683.536926,276.88382,670.294861,211.687439,664.257507,171.333572,662.366699,136.601898,723.287109,271.227661,731.55304,199.816422,738.430664,155.958801,745.552246,120.181847,756.593079,279.771515,768.467468,212.800598,774.471802,171.946884,779.208374,136.314255,784.771851,297.886322,806.661255,251.681107,819.976868,222.506104,830.508179,195.244324,1,?,?
720,'2022/09/18 20:06:02:932',27,734.52478,421.49472,673.342041,400.418884,632.678589,358.009949,609.570313,315.48056,588.569092,277.490814,683.110413,275.842804,671.32312,210.315552,665.808105,170.27417,663.98645,136.443054,722.263855,271.308533,730.197998,200.210831,736.395813,155.823669,742.998047,119.64299,755.154663,281.243317,767.002258,214.430008,772.670959,173.191238,777.317383,137.125626,782.873779,300.58606,804.586914,254.098557,818.201843,224.755859,829.588928,197.007538,1,?,?
721,'2022/09/18 20:06:03:014',27,732.012329,422.243591,672.621216,399.642059,632.905884,357.379425,611.245667,315.988525,590.702026,279.497467,683.582214,276.961029,671.004883,212.060654,665.02356,172.079086,662.558228,137.592834,721.843933,271.866821,730.455444,200.249084,737.396912,156.113129,744.557861,119.681221,754.498413,281.158691,767.126221,213.753204,773.276733,172.658142,778.179688,136.292862,782.565857,300.420013,804.468872,254.078186,817.888916,224.781662,828.685608,197.109146,1,?,?
722,'2022/09/18 20:06:05:423',28,757.911255,609.640259,708.764771,574.132446,679.416016,526.627625,661.791992,487.939514,643.662476,455.413116,743.464478,471.014191,740.513245,409.861877,739.811646,370.312225,740.890381,335.747437,783.060852,479.552399,807.068542,416.983765,824.03656,377.661652,839.205688,343.583435,811.841553,502.98526,843.521179,447.211182,861.634644,411.651459,876.889404,378.461151,831.798035,537.829407,869.197266,517.451782,893.633423,504.231567,914.449951,489.996887,1,?,?
723,'2022/09/18 20:06:05:508',28,755.511963,609.024292,706.419312,573.96936,678.167419,526.360046,661.839478,487.615295,643.271973,454.724731,742.126587,470.542664,740.263611,410.104492,739.668518,371.042389,740.703613,336.100098,782.362366,478.988586,807.562378,416.002197,824.469727,376.304688,839.180359,341.470947,811.637939,502.617737,843.63208,446.677582,862.224243,411.494843,877.777588,378.365723,831.903931,537.630615,869.28186,516.298035,893.865417,502.565002,914.628052,487.792725,1,?,?
724,'2022/09/18 20:06:05:582',28,754.286499,608.776611,706.483032,573.077271,678.310303,525.867737,661.952148,487.930634,644.900452,455.13028,742.536926,469.117249,740.557312,408.662659,739.762329,369.878479,740.383545,335.470428,782.131104,478.178223,806.629272,415.64151,823.16156,376.024078,837.47467,341.626221,810.873413,502.297791,842.057007,447.280121,860.241821,411.762817,875.491394,378.23056,830.895691,537.8125,867.898865,516.995483,891.872864,502.800171,912.252258,487.367798,1,?,?
725,'2022/09/18 20:06:05:646',28,755.846436,608.697266,707.623413,573.693359,678.400757,526.357422,661.400452,488.144928,643.226624,455.810181,742.071228,470.236176,739.57251,409.186127,738.806519,369.794525,739.430054,335.184204,781.917725,479.030853,805.901123,416.218201,822.698608,376.656006,837.429749,342.27832,811.070251,503.047272,841.454407,447.059814,859.942932,411.641693,875.762451,378.359192,831.416138,538.450623,867.706299,517.482849,891.573242,503.789246,912.089905,488.983429,1,?,?
726,'2022/09/18 20:06:05:718',28,755.928223,609.282471,707.696289,573.225891,678.381409,525.854187,660.416626,488.326324,642.69281,456.200226,742.229858,469.442139,739.417603,408.406189,738.339966,369.49527,738.738098,335.051178,781.799561,478.433441,805.672058,415.873108,822.474915,376.826508,837.300171,342.586761,810.816772,502.495453,841.168152,446.666718,859.799866,412.177216,875.764526,379.520813,831.223267,537.910156,867.524963,516.745667,891.526367,503.043823,912.168335,488.111023,1,?,?
727,'2022/09/18 20:06:05:781',28,755.879395,608.647339,707.944214,573.135925,678.521423,526.322815,660.450684,488.577576,642.590271,455.906982,741.941162,469.504333,739.291992,408.944946,738.345886,370.033081,738.915649,335.151154,781.980225,478.011444,806.301147,415.362213,822.846191,376.141022,837.15625,341.031555,811.206787,502.130798,841.903442,445.801086,860.452026,410.748993,876.318604,377.13501,831.676697,537.728821,868.244324,516.750061,892.421204,503.238068,913.078735,488.053864,1,?,?
728,'2022/09/18 20:06:05:845',28,757.857605,609.739258,708.108765,574.588196,678.955688,527.044006,661.322571,488.371002,642.443115,455.904755,741.657471,468.695221,738.999573,408,738.01709,368.822205,738.367371,334.04187,782.070679,477.279572,806.031982,414.512146,822.284424,375.007233,836.21283,340.053497,811.503174,501.376617,842.210022,444.632355,860.238892,409.504303,875.385193,375.97699,832.000244,536.895142,868.003662,516.294067,891.552856,503.141266,911.530457,488.305817,1,?,?
729,'2022/09/18 20:06:05:912',28,757.598328,608.150513,708.396118,574.181885,679.35144,527.545593,661.401855,488.911652,642.23114,455.814941,741.875244,468.783325,738.999573,408.073883,737.769043,368.608246,737.770508,333.601349,781.953979,477.360809,805.545776,414.660187,821.918274,375.378296,836.047241,340.416016,811.221252,501.378296,841.364502,444.803162,859.739685,409.64032,875.188843,375.841248,831.714355,536.722839,867.787842,515.58136,891.649475,502.324402,911.906433,487.472565,1,?,?
730,'2022/09/18 20:06:05:980',28,757.102783,607.680054,707.739929,573.445374,678.686829,526.289063,661.145691,487.682129,642.161987,454.323425,741.925903,468.273926,738.820801,407.928192,737.671204,368.572754,737.76709,333.725555,781.789307,476.723206,805.470703,413.857391,821.489929,374.365021,835.259521,339.528961,810.873657,500.530579,841.153503,443.894104,859.148926,408.430725,874.259094,374.670563,831.118835,535.718872,867.214661,514.705322,891.129883,501.687683,911.51062,487.235535,1,?,?
731,'2022/09/18 20:06:06:048',28,756.632996,607.429199,707.576904,572.975525,678.609314,526.113647,661.025696,487.33493,642.186584,454.139099,741.111694,468.181549,738.24408,406.963196,737.149536,367.319,737.557312,332.189941,780.784424,476.726685,804.638306,413.499695,821.374146,373.792816,835.790894,338.673767,809.577332,500.545013,840.411865,443.66394,859.008484,408.266022,874.289307,374.542603,829.496155,535.646179,866.278809,514.217468,890.415283,500.819153,910.691406,485.804016,1,?,?
732,'2022/09/18 20:06:06:123',28,756.445068,605.792969,707.951294,571.763306,679.077209,525.450989,661.008911,487.581085,641.697754,454.627808,741.206909,467.745361,737.616516,406.459412,735.968384,366.644958,735.868286,331.381744,780.993286,476.538086,804.438599,413.049042,820.399048,372.94455,834.170166,337.503998,810.015747,500.613586,840.274719,444.165009,858.467285,408.358734,873.652344,374.269165,830.067444,535.918518,866.150452,514.457947,890.161255,500.87381,910.524414,485.825256,1,?,?
733,'2022/09/18 20:06:06:208',28,756.007324,605.918274,707.006348,571.84198,678.135132,524.844299,660.540039,486.582489,641.405029,453.519867,740.549072,467.307556,736.983704,406.991394,735.759766,367.66391,735.966492,332.73056,780.480469,475.945923,802.976929,412.799561,818.992004,372.818298,833.123169,337.227692,809.692749,500.060608,838.860229,443.738251,856.692444,407.73938,871.754028,372.856445,830.465454,535.380737,866.570374,513.615784,890.257263,499.811157,910.24646,484.092346,1,?,?
734,'2022/09/18 20:06:06:277',28,756.722046,605.453308,707.732483,571.381104,678.702881,524.689514,660.592712,486.68811,641.213013,453.668488,740.499634,466.037689,737.098633,405.404785,735.643555,366.008392,735.66095,331.156616,780.1427,474.916046,803.521057,411.77771,819.622314,371.881317,833.550171,336.447021,809.194702,499.071075,839.392822,441.938019,857.311279,405.998169,872.167358,371.440674,829.666809,534.426392,866.135315,512.528015,889.785217,498.486481,909.658752,482.687927,1,?,?
735,'2022/09/18 20:06:06:349',28,756.008972,605.430847,707.004028,571.213379,678.333374,524.325684,660.521851,485.852295,640.653564,452.835968,740.263306,465.771851,736.807495,405.672394,735.276001,366.191315,735.206665,331.061066,780.079102,474.190002,803.39447,411.484772,819.283508,371.740662,832.986755,336.412476,809.004272,498.070343,839.379517,441.521057,856.993896,405.587128,871.554504,371.19104,828.93811,533.327759,865.443604,511.634247,889.426636,497.958618,909.608459,482.729401,1,?,?
736,'2022/09/18 20:06:06:422',28,756.975952,604.622803,707.740173,571.265747,678.524902,524.554871,660.101013,485.867371,639.238647,453.073334,739.968384,465.831543,736.48999,404.950653,734.889832,365.546753,734.784912,330.717072,779.341553,474.405457,802.054688,411.018494,818.054749,370.952423,832.099121,335.679443,808.341309,498.196991,838.540527,441.151703,856.289795,405.168152,870.793518,370.863464,829.075073,533.15271,865.906677,511.203918,889.629272,497.080231,909.486389,481.462402,1,?,?
737,'2022/09/18 20:06:06:525',28,757.306213,603.603271,707.893372,570.928162,678.412354,524.40564,660.057861,485.366577,639.757019,451.86673,739.739746,464.545349,736.283264,403.784393,734.260498,364.473511,733.717346,329.510681,779.574463,472.609955,802.834167,409.347229,818.562317,369.323364,832.163574,334.039429,808.63678,496.377655,839.573853,439.85022,857.172791,403.998871,871.784302,369.821655,829.08844,531.576172,865.282288,510.67569,888.789185,496.469421,908.766235,480.65799,1,?,?
738,'2022/09/18 20:06:06:632',28,756.967651,603.542664,707.342529,569.982239,678.291382,523.424194,660.027527,485.156433,639.604126,452.341431,739.568604,463.863403,736.535339,403.695923,734.703491,364.87973,733.777466,329.940369,779.455933,472.299164,803.014404,409.343811,818.541565,369.874084,831.508179,334.536102,808.704163,496.452118,838.422302,440.468018,855.855591,404.951721,870.346069,370.399384,829.18689,531.882813,864.923157,510.171509,888.41333,495.75943,908.497925,479.29126,1,?,?
739,'2022/09/18 20:06:06:726',28,755.910034,603.247131,706.52948,570.051636,677.240662,523.703735,659.606262,485.470764,640.166748,452.449738,739.229736,465.557037,735.496887,405.095276,733.977905,365.567566,733.864441,330.329346,778.875122,473.724792,802.168457,410.441223,818.469604,370.459656,832.486572,335.220184,807.909546,497.482361,837.881592,441.029449,855.463928,405.249634,870.202087,371.085724,828.365234,532.593872,864.512878,510.635895,888.514709,496.128235,908.879395,479.897888,1,?,?
740,'2022/09/18 20:06:06:835',28,756.940247,604.814636,706.797607,570.13739,677.815186,523.090515,659.974365,484.590881,640.192932,452.378571,739.67749,465.027527,736.370789,404.093292,734.925476,364.480133,734.776245,329.526428,779.218628,473.372803,802.794922,410.503326,819.113098,370.527893,832.82196,335.371307,808.193237,496.923279,838.019165,441.058075,855.949829,405.099213,870.473145,370.913757,828.523682,531.696289,865.391907,509.859222,889.512634,495.576111,909.517944,479.795135,1,?,?
741,'2022/09/18 20:06:11:206',29,228.866272,456.041748,296.741058,441.313416,349.746948,399.941345,377.72583,354.660706,409.698334,322.502533,294.357819,299.460602,311.853668,235.649063,317.212158,192.887741,318.501251,152.706543,249.159058,287.409515,239.901245,211.622787,232.917511,165.500229,225.21521,123.810234,209.752777,293.68692,191.992188,225.638885,180.022736,182.658951,169.539307,143.185852,175.328369,313.690826,149.374222,260.901123,132.04718,228.151367,117.775772,195.785873,1,?,?
742,'2022/09/18 20:06:11:280',29,227.786118,454.9935,293.975494,442.010529,346.895721,401.829071,375.320984,356.47522,407.5383,324.207092,294.051208,299.901886,311.42572,235.502243,316.459839,192.567505,317.38797,152.056656,248.417938,287.09671,238.969345,211.350266,231.842819,166.030899,223.962708,124.876099,209.013519,292.94873,190.899933,225.717163,178.395004,182.969528,167.052475,143.025131,174.608185,312.850281,148.797012,259.867462,131.117279,228.18071,115.905235,196.247086,1,?,?
743,'2022/09/18 20:06:11:344',29,226.588074,454.837189,294.971527,440.945709,347.856812,401.053589,375.411102,355.583069,407.683685,322.187988,293.604553,298.750671,310.645081,234.395828,315.730011,191.591141,317.007874,151.146866,247.98175,286.586212,238.483124,211.030838,231.076019,165.208359,223.052216,123.56823,208.36586,292.978455,190.662918,225.407089,177.977875,182.367889,166.810837,142.409531,174.129089,312.910034,148.698746,259.964935,131.416412,227.723007,116.874229,195.625046,1,?,?
744,'2022/09/18 20:06:11:407',29,225.993042,453.026703,295.419006,439.219849,348.619568,398.786469,375.7771,352.660889,407.737579,319.888428,293.351501,298.356537,310.567688,234.197403,316.070801,191.305618,317.47113,150.833115,248.1362,285.80658,238.472168,209.664932,231.286102,163.145737,223.228012,121.037491,208.952209,291.937714,190.832138,224.115662,178.168488,180.889038,166.781952,140.766098,174.874084,311.925049,149.157089,259.109039,131.683151,226.972946,116.810921,194.835571,1,?,?
745,'2022/09/18 20:06:11:481',29,226.948792,452.939606,296.159241,437.987701,349.338715,397.286133,376.783936,352.013062,408.256165,319.472168,293.409149,296.816101,310.441467,232.625763,316.137634,189.973099,317.855164,149.911942,248.149902,285.310455,238.983063,209.379379,232.174469,163.095566,224.432083,121.801857,208.751602,292.023132,191.167358,223.587875,178.833694,180.536179,167.890396,141.057419,174.477112,312.332886,148.881516,259.277344,131.633301,227.041122,117.248695,195.254562,1,?,?
746,'2022/09/18 20:06:11:573',29,226.777054,452.15863,294.134155,437.57489,347.096405,398.148651,375.24173,353.44577,407.29129,320.313354,293.604553,295.470123,310.598328,231.514893,315.852997,188.760437,317.056,148.582718,248.365707,282.704407,239.287079,207.114731,231.860352,161.406387,223.583679,120.465042,209.017822,288.586578,191.679855,221.523407,178.933243,179.203369,167.429199,140.15976,174.451309,308.570587,149.387924,256.69397,132.389236,225.178009,118.026131,193.693253,1,?,?
747,'2022/09/18 20:06:11:645',29,231.407471,450.314667,297.265228,435.480438,347.858521,395.528961,375.542023,351.39389,407.815796,320.236023,294.179871,295.310944,310.958923,231.204758,316.372711,188.253693,317.521118,147.879501,248.880585,282.803009,239.31192,206.271225,232.047241,160.188873,223.525635,119.119003,209.798599,289.013794,191.431305,221.145004,178.998337,178.422501,167.512283,139.13295,176.219788,309.520752,149.294449,257.505829,131.808868,225.806549,117.149765,194.235916,1,?,?
748,'2022/09/18 20:06:11:707',29,228.08815,451.516083,295.95752,437.973114,346.92691,396.045197,374.10614,349.580292,406.278839,319.468811,294.454102,298.200958,312.282074,233.116989,318.039673,188.725632,319.108307,147.087387,248.319183,283.870422,239.345581,206.876907,232.06871,160.151276,223.456085,118.31591,209.064514,288.529449,191.461929,220.760559,179.598541,177.80365,167.94574,138.539551,175.504684,308.199707,149.189392,255.719101,132.064285,223.715759,116.993256,192.150757,1,?,?
